FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106044006,BUTTE COUNTY MENTAL HEALTH - PHF,7/1/2017,6/30/2018,365,Audited,Excl. Ind. Audit Adj.,Butte,1,219,City/County,Psychiatric,PHF,,530-891-2775,592 RIO LINDO AVENUE,CHICO,95926,"DORIAN KITTRELL, MFT",DIRECTOR,,COUNTY OF BUTTE,KAREN GOLD,BUTTE COUNTY DEPARTMENT OF BEHAVIORAL HEALTH,,,,,16,16,16,0,0,0,0,0,5545,0,0,0,5545,0,0,0,0,0,308,0,0,0,308,0,16,0,0,0,0,0,5545,0,0,0,0,0,308,0,0,0,0,94.9,94.9,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993688,-33287,0,1026975,0,4471622,-3444647,0,0,0,0,-3444647,993688,0,0,0,0,0,0,0,993688,0,0,0,993688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-33287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026975,0,0,0,0,33287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,7/1/2017,6/30/2018,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Non-Profit,General,Comparable,,213-748-2411,1401 S. GRAND AVENUE,LOS ANGELES,90015,MARGARET R. PETERSON,CEO,WWW.DIGNITYHEALTH.ORG,DIGNITY HEALTH,EDDIE ARVAYO,DIGNITY HEALTH,2,05-0149,HSC30149G,ZZT40149G,318,318,207,9054,6929,19163,32665,217,440,2973,971,1209,73621,1523,1249,5194,9055,54,136,817,200,316,18544,318,0,0,0,0,0,73621,0,0,0,0,0,18544,0,0,0,0,0,63.4,63.4,4,4,13,5062,2964,6388,4650,19886,57620,273,785,7823,3549,2445,103419,81601,9396,0,19556,18327,7,194175,194175,3445,3445,2445,988,1483900388,1040466300,88625277,532059365,26125885,458692496,99492754,1951009,88122,0,0,101355641,269408702,259298526,955193160,111824847,88956030,228659357,459798405,2007606,4852191,39721750,11976423,15417080,963213689,36829141,27480084,91789013,290375828,1267962,6782865,41655027,14689158,9817621,520686699,106053383,84153693,209367028,577255293,-57504277,2729995,7652925,48410418,22500774,0,37509428,0,2337640,1912099,86713178,0,0,42600605,34194520,124172672,293201218,545573,3982131,32966359,0,396287,0,-2914982,0,1437025,0,0,74686858,29853103,95339411,60907708,0,49073,7048235,53629278,12758795,106029172,18390863,126882204,62768406,15190773,15159390,42115041,117694287,16328532,2216987,5181036,2858174,52297666,275119756,0,57894589,13199599,1018427,0,347232371,105055388,0,30260339,211916644,347232371,99517825,269959657,-220620767,102608237,95992278,204496722,146602133,0,184926,31832898,32160662,1900323,0,2287487,1609,582,3064125,420750,3484875,424,31,217174,761828,916515,12661,213907,369981,220044,212948,67873,71194,934426,296725,707255,67452,464159,98111,495997,0,1084182,335580,802749,73167,511266,110369,567562,0
106380929,CALIFORNIA PACIFIC MEDICAL CENTER,1/1/2018,12/31/2018,365,Audited,Incl. Ind. Audit Adj.,San Francisco,4,423,Non-Profit,General,Comparable,,415-600-6000,2333 BUCHANAN STREET,SAN FRANCISCO,94120,"WARREN BROWNER, MD",CEO,CPMC.ORG,SUTTER WEST BAY HOSPITALS,CHRISTINE HODGES,SUTTER HEALTH,,05-0047,HSC00047F,,643,643,402,45618,15702,11082,17645,19,6383,35665,388,806,133308,6969,2460,1176,2767,2,821,8122,110,308,22735,533,16,0,48,46,0,109436,5176,0,9456,9240,0,21283,556,0,644,252,0,56.8,56.8,5.9,5.5,38,8814,3567,31416,11740,1941,16382,5,4694,55106,6903,32733,160920,47515,42853,0,58214,1588,29,1164779,1002999,6158,10022,2606,1309,3393008055,2254860211,48917220,1187065064,19706870,1094531760,112240174,30718794,919189,0,0,142039779,907198939,226185727,2259623389,773213912,247503462,144428088,296673710,564051,103884513,643795568,6607758,12493207,2229164269,322911570,116332627,12564265,117047437,48130,41573252,477924931,14876962,60564612,1163843786,858727625,287874260,97294599,312067233,0,574108,90498318,532122921,10846503,0,29542478,0,35312166,0,29841551,0,19075669,232041229,75550413,58382657,129419859,37709,54246324,603752474,2,33634397,0,-532584169,8915570,21001055,0,0,172040544,32401216,317930776,9656874,3632890,1135312,8061084,121969211,144263322,203219837,80220694,333723765,58117854,35497137,22209428,138874194,348751977,68657066,2455853,5430105,29004300,51810081,382776363,84304239,347384486,2020133482,294250737,2980359,3131829666,75137904,155644,1440038673,1616497445,3131829666,22954252,596192162,-439988934,684117150,361100207,1215991005,868606519,0,0,1438240565,1443259924,3221251,30999128,23894357,3068,1163,5630655,839425,6470080,1264,98,481511,1302126,1935168,40443,379795,534629,667128,201355,63431,25069,1703527,342236,1974076,288238,1082432,137900,100427,1819,2004189,413388,2244291,294491,1238767,159056,113800,2098
106384202,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,8/17/2018,12/31/2018,137,Audited,Incl. Ind. Audit Adj.,San Francisco,4,423,Non-Profit,General,Comparable,,415-600-8600,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110-4403,"WARREN BROWNER, MD",CEO,CPMC.ORG,SUTTER WEST BAY HOSPITALS,GEORGE GLOVER III,SUTTER HEALTH,,05-0055,HSC00055F,ZZR00055F,120,120,47,2048,968,677,1190,0,88,857,18,32,5878,539,189,169,261,0,29,359,10,13,1569,120,0,0,0,0,0,5878,0,0,0,0,0,1569,0,0,0,0,0,35.8,35.8,3.7,3.7,22,608,249,1229,521,698,2867,0,210,1939,600,69,8133,7222,368,0,835,0,6,87648,36268,584,360,232,70,153676539,113174067,0,40502472,396816,95177310,-54278022,514495,2229929,0,0,-55993456,38718440,25756420,89201679,37598920,14263394,10009392,17577573,0,2413163,19836810,623158,369052,102691462,10709720,4247596,2963232,13121164,0,1312410,15298096,3018602,314257,50985077,39299274,15293273,6532016,26370054,-295948,0,2358792,18190686,972102,0,4329127,0,124691,0,0,0,0,8656634,3199086,6473179,4304739,0,1290673,16464267,0,113894,0,308897607,63158,0,0,0,11596168,3999502,13848628,0,0,31941,2886,14059174,11511987,29717249,10409775,18169917,12734915,1520969,791154,5097528,39976665,10669660,17168,295076,2853111,3051147,37529325,0,494346467,3199912,0,0,535075704,7865481,7970,274298102,252904151,535075704,3125,93397040,-76244644,427765691,67161899,534208231,39861764,0,0,272533672,277519353,3221251,0,15500,157,61,292690,38928,331618,196,3,22859,62012,103425,0,19866,19881,53006,6935,3687,1019,79972,26792,74905,0,79813,15646,15562,0,93158,30136,84488,0,89114,17773,16949,0
106380964,CALIFORNIA PACIFIC MEDICAL CTR - ST LUKES CAMPUS,1/1/2018,8/16/2018,228,Audited,Incl. Ind. Audit Adj.,San Francisco,4,423,Non-Profit,General,Comparable,,415-600-8600,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,94110-4403,"WARREN BROWNER, MD",CEO,CPMC.ORG,SUTTER WEST BAY HOSPITALS,GEORGE GLOVER III,SUTTER HEALTH,,05-0055,HSC00055F,ZZR00055F,149,149,62,5399,1599,2323,2325,0,191,1020,41,104,13002,569,243,332,526,0,32,326,21,29,2078,109,0,0,0,40,0,9489,0,0,0,3513,0,2058,0,0,0,20,0,38.3,38.3,6.3,4.6,8,877,237,2658,874,2092,7035,1,427,3703,781,829,18400,15139,3489,0,660,0,8,41139,24148,410,339,331,94,261109222,183158810,0,77950412,1176005,153297906,-74171489,991188,1091526,0,0,-74271827,77514053,53908818,129686351,62245128,20855791,27845947,32105485,0,2841374,17020437,635915,918862,164468939,20276956,8262303,6989199,28295660,869,3161729,23609175,2815199,3229193,96640283,67277350,22361670,18171948,48164975,-643147,819,3862622,15608025,1930373,0,5963465,0,460710,0,0,0,0,14625619,6729183,16753809,12192437,21,1972797,24609776,0,1066770,0,184171015,176310,0,0,0,21567384,8606543,22291531,0,0,63881,5773,28956006,6068040,49619059,16119689,31802336,24859716,3186192,2052197,6776463,58501731,16008438,67525,599797,3994396,5449115,28311139,0,15293277,485286599,0,0,528891015,7932359,8332,276749121,244201203,528891015,4725,83919357,-69769844,63190339,43941229,110912776,95619499,0,0,274984691,279970372,3221251,0,15500,286,109,523714,80845,604559,196,3,47890,107472,163171,11516,44163,37907,89854,12323,7378,2040,154569,50219,113447,0,144986,27628,32865,0,185582,56787,130342,0,163603,31349,36896,0
106190155,CALIFORNIA REHABILITATION INSTITUTE,1/1/2018,12/31/2018,365,Audited,Excl. Ind. Audit Adj.,Los Angeles,11,927,Investor,Specialty,Comparable,,424-522-7100,2070 CENTURY PARK EAST,LOS ANGELES,90067-1907,SCOTT ROTSTED,CEO,WWW.CALIFORNIAREHABINSTITITE.COM,SELECT MEDICAL CORPORATION,SHARON RYAN,SELECT MEDICAL,,05-3039,,,138,138,110,24856,1798,46,61,0,10825,0,0,107,37693,1890,116,3,4,0,692,0,0,10,2715,0,0,0,138,0,0,0,0,0,37693,0,0,0,0,0,2715,0,0,74.8,74.8,13.9,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223812984,127687986,0,96124998,104006,84920675,11308329,0,0,0,0,11308329,164928477,0,58884507,147355291,10601011,237409,311883,0,64683290,0,0,624100,223812984,0,0,0,0,0,0,0,0,0,0,100409519,6152412,181674,200419,0,0,18075956,0,1949000,0,0,0,719006,0,0,0,0,45963225,4342888,54620,109570,0,45331221,0,0,323474,0,0,0,0,0,0,25470164,713742,16755139,0,0,0,92142,9973272,2823693,14853055,14239468,38704338,6385414,1209393,3438342,4074858,12922261,1271650,12102035,559813,908537,3344034,41384744,0,6846975,109339,0,31630000,79971058,14770715,0,0,65200343,79971058,800,22227831,-8915004,104914,8366231,9823897,2976922,0,0,0,0,0,0,75137,423,227,848605,59192,907797,180,0,62374,218972,261503,0,200295,68180,0,8668,10157,18456,463959,0,231436,0,71127,31802,50281,0,497076,0,247076,0,75211,34415,54019,0
106364050,CANYON RIDGE HOSPITAL,1/1/2018,12/31/2018,365,Audited,Excl. Ind. Audit Adj.,San Bernardino,12,1207,Investor,Psychiatric,Comparable,,909-590-3700,5353 G STREET,CHICO,91710,STEPHANIE BERNIER,CEO,WWW.CANYONRIDGEHOSPITAL.COM,"UNIVERSAL HEALTH SERVICES, INC.",ELIZABETH GORMLEY,"UNIVERSAL HEALTH SERVICES, INC.",,05-4111,,,106,106,104,8745,4335,3509,0,0,5906,13486,172,38,36191,699,466,760,0,0,1086,2453,45,10,5519,0,106,0,0,0,0,0,36191,0,0,0,0,0,5519,0,0,0,0,93.5,93.5,6.6,6.6,0,0,0,4995,0,0,0,0,7601,0,0,0,12596,0,0,0,0,0,0,0,0,0,0,0,0,74515970,39898256,0,34617714,18174,21163958,13471930,27321,0,0,0,13499251,63878365,9370920,1266685,15741000,7803000,6316200,0,0,10630800,24276050,309600,68400,65145050,3643260,0,0,0,0,5727660,0,0,0,9370920,10030731,3368982,3836467,0,0,0,8843073,12538465,936738,0,343800,0,0,0,0,0,0,9107043,4317172,2414386,0,0,7317542,11428272,0,33299,0,0,0,0,0,0,9028659,874850,332385,0,0,0,0,3233753,1738123,4716173,1240015,12184611,2238099,614036,0,1265209,1364489,636535,3000,179182,0,2678797,23703129,0,12267174,2267616,900529,42473540,81611988,3158040,0,0,78453948,81611988,0,5677542,-466179,10176829,1610545,17102383,4835209,0,0,0,0,0,18274462,0,210,95,392122,45491,437613,8,0,26832,78486,77530,36551,83804,35741,30394,22784,0,0,225938,21810,0,0,42751,42394,59229,0,252919,24010,0,0,47143,46954,66587,0
106190137,CASA COLINA HOSPITAL AND CENTER FOR HEALTH CARE,4/1/2017,3/31/2018,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,917,Non-Profit,General,Comparable,,909-596-7733,255 E. BONITA AVE.,POMONA,91767,FELICE L. LOVERSO PH.D.,CEO,WWW.CASACOLINA.ORG,"CASA COLINA, INC.",BRANDON SHERRILL,CASA COLINA HOSPITAL,,05-0782,HSC32019F,,99,99,74,13972,2542,580,1215,0,5332,3288,0,163,27092,1524,331,44,123,0,462,307,0,7,2798,31,0,0,68,0,0,5702,0,0,21390,0,0,1427,0,0,1371,0,0,75,75,9.7,9.7,0,0,0,33156,4273,566,5894,0,36955,15275,0,9157,105276,0,104493,0,0,0,3,108461,52626,704,783,0,0,220200118,148383144,0,71816974,1575923,83479769,-10086872,5155339,424227,0,0,-5355760,88196251,2764429,129239438,79526538,23372844,2286001,6094963,0,31690124,20000124,0,452983,163423577,15166448,3903728,159777,3764450,0,22730413,7490770,0,3560955,56776541,75445987,4383117,2230644,7063707,0,0,34992787,22002257,712074,0,256136,0,1296435,0,0,0,0,18928103,22781085,205058,2755089,0,19310197,5375855,0,2461587,0,0,2800900,52247,0,0,16831365,2012263,29837471,0,0,0,327252,10289348,2553216,15395990,6232864,34205708,11589845,137500,1639800,10754883,12303886,7437433,922680,394084,1170404,2923546,11659505,0,85079077,83490,8664160,0,105486232,37427558,0,37530192,30528482,105486232,0,51484645,-42415698,85284430,37301792,124521043,39441966,0,0,38562660,38562660,1032468,377492,4008405,540,174,1008278,115741,1124019,209,2,108768,420087,176055,43346,142974,59981,47536,9531,0,0,342575,46359,353590,5195,143420,35355,81784,0,381019,52327,394407,5489,158683,39553,92541,0
106190045,CATALINA ISLAND MEDICAL CENTER,7/1/2017,6/30/2018,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,933,Non-Profit,General,Comparable,Rural,310-510-0700,100 FALLS CANYON ROAD,AVALON,90704,JASON PARET,ADMINISTRATOR,,AVALON MEDICAL DEVELOPMENT CORPORATION,RICHARD W. LAKEY,"RICHARD W. LAKEY, CPA",,05-0427,,ZZT304027,12,12,12,276,0,2376,0,0,34,0,0,97,2783,12,0,5,0,0,2,0,0,2,21,4,0,0,0,8,0,375,0,0,0,2408,0,19,0,0,0,2,0,63.5,63.5,132.5,19.7,0,0,0,3386,0,3190,0,0,5731,0,0,1126,13433,2197,4057,0,7179,0,0,0,0,0,0,0,0,18707767,8512836,0,10194931,53439,10883203,-634833,1219291,0,0,0,584458,2087938,6189447,10430382,882617,0,1654404,0,0,269919,0,0,117011,2923951,4361828,0,3320380,0,0,6932959,0,0,1168649,15783816,1966390,0,1737405,0,0,0,3350584,0,1202489,0,81623,0,174345,0,0,0,0,3278055,0,3237379,0,0,3626819,0,0,52678,0,0,1217740,1551,0,0,1738319,2194051,1707626,0,0,0,0,1388883,1166904,2261202,426218,3626656,1331771,1341350,1009437,541967,1129754,270143,78646,125207,146120,1282152,3632833,0,1141002,704504,1040000,0,6518339,1373824,0,1714467,3430048,6518339,299294,4739702,-2334988,2060520,2918924,5105844,3964842,0,173952,0,1824778,110311,0,0,59,16,118735,10335,129070,11,0,36214,11017,14812,8849,3267,21798,14461,2284,6033,0,23150,19081,6544,0,39024,11773,19163,0,25261,20968,7115,0,41413,13063,21250,0
106190555,CEDARS-SINAI MEDICAL CENTER,7/1/2017,6/30/2018,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,925,Non-Profit,General,Comparable,Teaching,323-568-8504,8700 BEVERLY BLVD,LOS ANGELES,90048-1865,THOMAS PRISELAC,PRESIDENT,WWW.CEDARS~SINAI.ORG,CEDARS-SINAI MEDICAL CENTER,PAOLA R. PUENTES,CEDARS-SINAI HEALTH SYSTEM,1,05-0625,HSC30625F,ZZT30625F,886,885,885,125484,14746,16757,18007,0,4614,80879,1,2713,263201,20456,2135,2823,3143,0,977,19877,1,724,50136,886,0,0,0,0,0,263201,0,0,0,0,0,50136,0,0,0,0,0,81.4,81.5,5.2,5.2,80,12587,5697,334899,26627,30097,33543,0,15137,414152,142,30784,885381,91064,136081,0,660638,9767,44,3353672,1778559,15970,14705,4488,1952,16654988043,13580881397,18038139,3092144785,341194334,3149102784,284236335,25367418,6054556,0,0,303549197,3112977783,997958249,12544052011,4971328076,673204294,612054132,713154286,0,202095321,3367772620,59956,225445782,10765114467,2343558932,221283652,203815131,209202130,0,96160936,2577047758,1886445,236918592,5889873576,6488654761,757533833,648788508,759102249,0,0,236845753,3978643202,2311284,0,31091400,0,677910407,17250933,0,0,787206,686993105,139264987,152367226,148709405,0,56340592,1870398607,4207,38066656,0,-94242338,111366,-9044925,0,0,350596956,139360214,886827093,4861857,4889124,230456321,40546469,542171171,139397936,631754503,178241140,1094723367,535268584,24977734,78935785,459065495,250156677,180363488,41824355,15299956,34547629,433939714,2228753959,859323183,1898330019,314275039,388051966,64847099,5753581265,675861291,147567093,1220883075,3709269806,5753581265,320173086,1078932065,-598494925,2337794312,1081940021,3606440700,1708110681,0,0,1263695594,1263695594,42812519,43376073,96210,12298,2806,23437908,2590783,26028691,1440,356,2366167,7474690,4387797,36290,1157110,3708305,1508084,2350097,254635,194733,4135368,1741275,5675915,2217778,4301479,1868426,3474927,22740,4693023,1918611,6293841,2288127,4860681,2074817,3874824,24767
106190148,CENTINELA HOSPITAL MEDICAL CENTER,1/1/2018,12/31/2018,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,929,Investor,General,Comparable,,310-680-8200,555 EAST HARDY STREET,INGLEWOOD,90301,"MOHAMMAD ABDELNASER, RN",COO/INTERIM CEO,WWW.CENTINELAMED.COM,"PRIME HEALTHCARE SERVICES, INC.",JEFFREY N. BROWN,HOSPITAL MANAGEMENT SERVICES,,05-0739,HSC30240H,ZZT30240H,362,362,198,22057,8771,6291,18936,0,3947,0,190,4542,64734,4257,2417,1091,4926,0,1093,0,35,2316,16135,306,0,0,32,24,0,61475,0,0,3259,0,0,15847,0,0,288,0,0,49,49,4,4,0,961,419,5470,4068,4497,21427,0,5349,0,1243,8819,50873,54221,0,0,10643,0,11,144919,40151,1070,500,295,151,1184802959,916730328,0,268072631,1629661,239670397,30031895,5050537,4358454,0,0,30723978,355132629,85615690,744054640,308363372,130530121,117354847,293732045,0,57661072,0,7188451,66667894,981497802,36140425,18247263,15256368,72143647,0,26544699,0,9461027,25511728,203305157,307038479,83531290,63817224,282748158,-3553677,0,44821458,0,25887509,0,46559168,0,65880719,0,0,0,0,37465318,65246094,39898785,85666727,0,39384313,0,0,411394,0,0,0,0,0,0,56060612,14554015,51155244,0,0,0,0,26704933,8099523,54751721,28344349,74771492,28892703,4265707,12753618,17987421,33289822,8747956,4564586,2851276,11797647,39748169,120472527,0,140611806,13712168,40195401,0,314991902,52976123,0,103602048,158413731,314991902,4764365,272654969,-233873084,121949179,66583994,204633173,64021367,100000000,6181504,0,106219122,2617074,39115998,0,1046,553,2195715,200896,2396611,243,0,113110,668900,723801,24555,193874,193030,0,57135,208856,12454,942016,250158,514251,0,215725,111422,162143,0,1028924,261275,575395,0,233093,122705,175219,0
106105125,CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,7/1/2017,6/30/2018,365,Audited,Incl. Ind. Audit Adj.,Fresno,9,605,Investor,Psychiatric,PHF,,559-600-2382,"4411 E KINGS CANYON RD, #319",FRESNO,93702,KENT DUNLAP,PRESIDENT,STARSINC.COM/FRESNO,STARS BEHAVIORAL HEALTH GROUP HOLDING COMPANY,"BRUCE J WRIGHT, CPA","SINGERLEWAK, LLP",,,,,16,16,16,0,0,0,0,0,4630,0,0,0,4630,0,0,0,0,0,711,0,0,0,711,0,16,0,0,0,0,0,4630,0,0,0,0,0,711,0,0,0,0,79.3,79.3,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875833,0,0,4875833,0,4427087,448746,0,120196,0,0,328550,4875833,0,0,0,0,0,0,0,4875833,0,0,0,4875833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4875833,0,0,0,0,0,0,0,0,0,3200810,0,0,0,0,0,0,304976,0,907420,13881,1883999,457406,0,1568758,150053,313735,0,0,13881,0,39255,4402890,0,46037,0,43620,0,4492547,4536810,0,0,-44263,4492547,0,4234969,0,0,57546,57546,11509,0,0,0,0,0,0,2952728,46,11,96896,8773,105669,0,0,10311,47440,1972,16911,3938,2053,5108,0,0,9163,82885,0,0,0,5108,0,8903,0,90685,0,0,0,5619,0,9365,0
106500954,CENTRAL VALLEY SPECIALTY HOSPITAL,1/1/2018,12/31/2018,365,Audited,Incl. Ind. Audit Adj.,Stanislaus,6,511,Investor,General,Comparable,,209-576-2532,730 17TH STREET,MODESTO,95354-1209,GIA SMITH,ADMINISTRATOR,,GURPREET SINGH,SCOTT JACKSON,"JWT & ASSOCIATES, LLP",,05-2055,1356693451,,100,100,90,11534,0,2310,0,0,13855,0,0,92,27791,383,0,77,0,0,460,0,0,3,923,0,0,0,0,100,0,0,0,0,0,27791,0,0,0,0,0,923,0,76.1,76.1,30.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189095945,138618070,0,50477875,163776,42255882,8385769,0,0,0,0,8385769,68501887,0,120594058,82354547,0,13222249,0,0,92903350,0,0,615799,189095945,0,0,0,0,0,0,0,0,0,0,61648193,0,9652242,0,0,0,67141287,0,176348,0,0,0,0,0,0,0,0,20706354,0,3570007,0,0,25762063,0,0,439451,0,0,0,0,0,0,14052778,0,10659089,0,0,0,0,5731293,253471,5626980,5932271,18173776,4237594,140850,4125397,6740174,1080182,535269,3715920,1132027,309639,2065054,63850593,0,1522430,0,0,0,65373023,26722502,225644,2135586,36289291,65373023,0,30712758,-1466383,0,2879783,2879783,1357353,0,0,0,3095227,959641,32807094,2127980,298,122,582560,50041,632601,5,0,38682,116367,87301,89978,77274,101457,58628,0,0,12873,329195,0,72801,0,115105,7379,58080,0,354382,0,78492,0,127218,8159,64350,0
